genus.species,common.name,trait,estimate,gender,region,reference,database,lengthType,comments
Sebastes alutus,Pacific ocean perch,Linfinity,43.9,f,British Columbia,Archibald et al. 1981 ,REEM,,
Sebastes alutus,Pacific ocean perch,Linfinity,43,m,British Columbia,Archibald et al. 1981 ,REEM,,
Sebastes alutus,Pacific ocean perch,Linfinity,47.7,f,British Columbia,Archibald et al. 1981 ,REEM,,
Sebastes alutus,Pacific ocean perch,adultWaterColumnPosition,bathydemersal,both,,,fishbase,,
Sebastes alutus,Pacific ocean perch,adultSlopeShelf,"outer shelf, upper slope",both,GoA,,2015 Stock Assessment,,
Sebastes alutus,Pacific ocean perch,migratoryStatus,oceanadromous,both,GoA,Love et al. 2002,2015 Stock Assessment,,
Sebastes alutus,Pacific ocean perch,depthRange,150-420,both,GoA,Love et al. 2002,2015 Stock Assessment,,
Sebastes alutus,Pacific ocean perch,depthMax,420,both,GoA,Love et al. 2002,2015 Stock Assessment,,
Sebastes alutus,Pacific ocean perch,depthRange,100-450,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes alutus,Pacific ocean perch,depthMax,450,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes alutus,Pacific ocean perch,depthRange,100-350,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes alutus,Pacific ocean perch,depthMax,350,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,10,f,GoA,Westrheim 1975 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,7,f,GoA,Lisovenko 1965 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,10,f,GoA,Heifetz et al. 2002 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,8,f,E Bering,Bakkala 1993 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,8,f,E Bering,Mito et al. 1999 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,6.0-9.0,f,Bering Sea,Pautov 1972 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,7,f,Bering Sea & Aleutian Islands,Witherell 2000 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,6.0-9.0,m,Bering Sea,Pautov 1972 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,11,f,"Queen Charlotte Islands, Sound",Gunderson 1977 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,7.5,m,"Queen Charlotte Islands, Sound",Gunderson 1977 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,9,f,Vancouver Island,Gunderson 1977 ,REEM,,
Sebastes alutus,Pacific ocean perch,age50percentMaturity,6.5,m,Vancouver Island,Gunderson 1977 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,28,f,GoA,Westrheim 1975 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,29,m,GoA,Westrheim 1975 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,26-29,f,GoA,Lisovenko 1965 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,35.7,f,GoA,Heifetz et al. 2002 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,29,m,GoA,Lisovenko 1965 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,26-31,f,Bering Sea,Pautov 1972 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,29,f,Bering Sea & Aleutian Islands,Witherell 2000 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,26-31,m,Bering Sea,Pautov 1972 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,36.3,f,"Queen Charlotte Islands, Sound",Gunderson 1977 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,30.5,m,"Queen Charlotte Islands, Sound",Gunderson 1977 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,34.2,f,Vancouver Island,Gunderson 1977 ,REEM,,
Sebastes alutus,Pacific ocean perch,length50percentMaturity,29.4,m,Vancouver Island,Gunderson 1977 ,REEM,,
Sebastes babcocki,redbanded rockfish,diet,"I, C",both,GoA,,REEM Groundfish Diet Database,,
Sebastes babcocki,redbanded rockfish,guild,P,both,GoA,,REEM Groundfish Diet Database,,
Sebastes babcocki,redbanded rockfish,trophicPosition,3.8,both,GoA,Aydin et al. 2007,,,
Sebastes babcocki,redbanded rockfish,lengthConversionFLtoTL,1.011,both,,,fishbase,,
Sebastes babcocki,redbanded rockfish,firstMaturityLength,42+,f,British Columbia,,fishbase,,
Sebastes babcocki,redbanded rockfish,firstMaturityLength,38+,m,British Columbia,,fishbase,,
Sebastes babcocki,redbanded rockfish,firstMaturityLength,31,m,California,,fishbase,TL,
Sebastes babcocki,redbanded rockfish,firstMaturityLength,34,f,California,,fishbase,TL,
Sebastes babcocki,redbanded rockfish,firstMaturityLength,39,m,E North Pacific,,fishbase,TL,
Sebastes babcocki,redbanded rockfish,firstMaturityLength,43,f,E North Pacific,,fishbase,TL,
Sebastes babcocki,redbanded rockfish,firstMaturityAge,3.0-4.0,m,California,,fishbase,,
Sebastes babcocki,redbanded rockfish,firstMaturityAge,3.0-4.0,f,California,,fishbase,,
Sebastes babcocki,redbanded rockfish,lengthMaximum,64,both,,,fishbase,TL,
Sebastes babcocki,redbanded rockfish,lengthMaximum,74,f,GoA,AFSC trawl survey,REEM,,
Sebastes babcocki,redbanded rockfish,ageMaximum,106,both,,,fishbase,,
Sebastes babcocki,redbanded rockfish,adultWaterColumnPosition,demersal,both,,,fishbase,,
Sebastes babcocki,redbanded rockfish,adultSubstrate,soft,both,,,fishbase,,
Sebastes babcocki,redbanded rockfish,adultSubstrate,rocky,both,GoA,,2015 Stock Assessment,,
Sebastes babcocki,redbanded rockfish,depthRange,150-450,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes babcocki,redbanded rockfish,depthMax,450,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes babcocki,redbanded rockfish,depthRange,150-400,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes babcocki,redbanded rockfish,depthMax,400,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes babcocki,redbanded rockfish,age50percentMaturity,4,m,California,Wyllie-Echeverria 1987,REEM,,
Sebastes babcocki,redbanded rockfish,age50percentMaturity,4,f,California,Wyllie-Echeverria 1987,REEM,,
Sebastes babcocki,redbanded rockfish,age50percentMaturity,19,both,British Columbia,,2015 Stock Assessment,,
Sebastes babcocki,redbanded rockfish,length50percentMaturity,31,m,California,Wyllie-Echeverria 1987,REEM,,
Sebastes babcocki,redbanded rockfish,length50percentMaturity,34,f,California,Wyllie-Echeverria 1987,REEM,,
Sebastes babcocki,redbanded rockfish,length50percentMaturity,42,both,British Columbia,,2015 Stock Assessment,,
Sebastes borealis,shortraker rockfish,diet,"I, C",both,GoA,,REEM Groundfish Diet Database,,
Sebastes borealis,shortraker rockfish,guild,P,both,GoA,,REEM Groundfish Diet Database,,
Sebastes borealis,shortraker rockfish,trophicPosition,3.9,both,GoA,Aydin et al. 2007,,,
Sebastes borealis,shortraker rockfish,lengthConversionFLtoTL,1.017,both,,,fishbase,,
Sebastes borealis,shortraker rockfish,firstMaturityLength,47,f,E North Pacific,,fishbase,TL,
Sebastes borealis,shortraker rockfish,firstMaturityLength,47,m,E North Pacific,,fishbase,TL,
Sebastes borealis,shortraker rockfish,lengthMaximum,108,both,,,fishbase,TL,
Sebastes borealis,shortraker rockfish,lengthMaximum,105,u,GoA,AFSC trawl survey,REEM,,
Sebastes borealis,shortraker rockfish,lengthMaximum,116,u,Kamchatka,Tokranov and Davydov 1998,REEM,,
Sebastes borealis,shortraker rockfish,ageMaximum,157,both,,,fishbase,,
Sebastes borealis,shortraker rockfish,ageMaximum,157,u,GoA,Munk 2001,2015 Stock Assessment,,
Sebastes borealis,shortraker rockfish,ageMaximum,157,u,N SE Alaska,"ADF&G Age Determination Unit web page, www.taglab.org/ADU/default.asp",REEM,,
Sebastes borealis,shortraker rockfish,K,0.03,f,GoA,Hutchinson 2004,2015 Stock Assessment,,
Sebastes borealis,shortraker rockfish,K,0.042,f,GoA,Hutchinson 2004 (AFSC 1993 trawl survey),REEM,,
Sebastes borealis,shortraker rockfish,K,0.043,f,GoA,Hutchinson 2004 (AFSC 2000 trawl survey),REEM,,
Sebastes borealis,shortraker rockfish,Linfinity,84.6,f,GoA,Hutchinson 2004,2015 Stock Assessment,,
Sebastes borealis,shortraker rockfish,Linfinity,83.2,f,GoA,Hutchinson 2004 (AFSC 1993 trawl survey),REEM,,
Sebastes borealis,shortraker rockfish,Linfinity,69.1,f,GoA,Hutchinson 2004 (AFSC 2000 trawl survey),REEM,,
Sebastes borealis,shortraker rockfish,adultWaterColumnPosition,bathydemersal,both,,,fishbase,,
Sebastes borealis,shortraker rockfish,adultSubstrate,soft,both,,,fishbase,,
Sebastes borealis,shortraker rockfish,adultSubstrate,rocky,both,GoA,,2015 Stock Assessment,,
Sebastes borealis,shortraker rockfish,depthRange,50-650,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes borealis,shortraker rockfish,depthMax,650,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes borealis,shortraker rockfish,depthRange,100-600,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes borealis,shortraker rockfish,depthMax,600,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes borealis,shortraker rockfish,age50percentMaturity,20,f,GoA,McDermott 1994 ,REEM,,
Sebastes borealis,shortraker rockfish,age50percentMaturity,23.22,f,GoA,Hutchinson 2004 (AFSC 1993 trawl survey),REEM,,
Sebastes borealis,shortraker rockfish,age50percentMaturity,21.55,f,GoA,Hutchinson 2004 (AFSC 2000 trawl survey),REEM,,
Sebastes borealis,shortraker rockfish,length50percentMaturity,44.9,f,GoA,McDermott 1994 ,REEM,,
Sebastes brevispinis,silvergray rockfish,diet,"I, C",both,GoA,,REEM Groundfish Diet Database,,
Sebastes brevispinis,silvergray rockfish,guild,P,both,GoA,,REEM Groundfish Diet Database,,
Sebastes brevispinis,silvergray rockfish,trophicPosition,3.8,both,GoA,Aydin et al. 2007,,,
Sebastes brevispinis,silvergray rockfish,lengthConversionFLtoTL,1.027,both,,,fishbase,,
Sebastes brevispinis,silvergray rockfish,firstMaturityLength,44,m,E North Pacific,,fishbase,TL,
Sebastes brevispinis,silvergray rockfish,firstMaturityLength,46,f,E North Pacific,,fishbase,TL,
Sebastes brevispinis,silvergray rockfish,length50percentMaturity,34-45,both,GoA,,2015 Stock Assessment,FL,
Sebastes brevispinis,silvergray rockfish,lengthMaximum,71,both,,,fishbase,TL,
Sebastes brevispinis,silvergray rockfish,lengthMaximum,77,u,GoA,AFSC trawl survey,REEM,,
Sebastes brevispinis,silvergray rockfish,ageMaximum,82,both,,,fishbase,,
Sebastes brevispinis,silvergray rockfish,ageMaximum,75,both,GoA,,2015 Stock Assessment,,
Sebastes brevispinis,silvergray rockfish,ageMaximum,32,u,GoA,AFSC trawl survey,REEM,,
Sebastes brevispinis,silvergray rockfish,K,0.093,f,GoA,,2015 Stock Assessment,,
Sebastes brevispinis,silvergray rockfish,K,0.11,m,GoA,,2015 Stock Assessment,,
Sebastes brevispinis,silvergray rockfish,K,0.1,both,GoA,,2015 Stock Assessment,,
Sebastes brevispinis,silvergray rockfish,Linfinity,62.25,f,GoA,,2015 Stock Assessment,,
Sebastes brevispinis,silvergray rockfish,Linfinity,57.14,m,GoA,,2015 Stock Assessment,,
Sebastes brevispinis,silvergray rockfish,Linfinity,59.8,both,GoA,,2015 Stock Assessment,,
Sebastes brevispinis,silvergray rockfish,adultWaterColumnPosition,demersal,both,,,fishbase,,
Sebastes brevispinis,silvergray rockfish,adultSubstrate,rocky?,both,,,fishbase,,
Sebastes brevispinis,silvergray rockfish,depthRange,100-300,both,N Pacific,"Allen & Smith 1988, Orr et al. 1998",REEM,,
Sebastes brevispinis,silvergray rockfish,depthMax,300,both,N Pacific,"Allen & Smith 1988, Orr et al. 1998",REEM,,
Sebastes brevispinis,silvergray rockfish,Linfinity,54.9,m,British Columbia,,fishbase,,
Sebastes brevispinis,silvergray rockfish,Linfinity,57,m,British Columbia,,fishbase,,
Sebastes brevispinis,silvergray rockfish,Linfinity,57.1,m,GoA,,fishbase,,
Sebastes brevispinis,silvergray rockfish,Linfinity,62.25,f,GoA,,fishbase,,
Sebastes brevispinis,silvergray rockfish,K,0.101,m,British Columbia,,fishbase,FL,
Sebastes brevispinis,silvergray rockfish,K,0.088,m,British Columbia,,fishbase,FL,
Sebastes brevispinis,silvergray rockfish,K,0.11,m,GoA,,fishbase,FL,
Sebastes brevispinis,silvergray rockfish,K,0.093,f,GoA,,fishbase,FL,
Sebastes helvomaculatus,rosethorn rockfish,diet,"I, B",both,GoA,,REEM Groundfish Diet Database,,
Sebastes helvomaculatus,rosethorn rockfish,guild,B,both,GoA,,REEM Groundfish Diet Database,,
Sebastes helvomaculatus,rosethorn rockfish,trophicPosition,3.8,both,GoA,Aydin et al. 2007,,,
Sebastes helvomaculatus,rosethorn rockfish,firstMaturityLength,22,m,California,,fishbase,TL,
Sebastes helvomaculatus,rosethorn rockfish,firstMaturityLength,23,f,California,,fishbase,TL,
Sebastes helvomaculatus,rosethorn rockfish,firstMaturityAge,7.0-10.0,m,California,,fishbase,,
Sebastes helvomaculatus,rosethorn rockfish,firstMaturityAge,5+,f,California,,fishbase,,
Sebastes helvomaculatus,rosethorn rockfish,lengthMaximum,41,both,,,fishbase,TL,
Sebastes helvomaculatus,rosethorn rockfish,lengthMaximum,42,u,West Coast,AFSC trawl survey,REEM,,
Sebastes helvomaculatus,rosethorn rockfish,ageMaximum,87,both,,,fishbase,,
Sebastes helvomaculatus,rosethorn rockfish,K,0.1,f,GoA,,2015 Stock Assessment,,
Sebastes helvomaculatus,rosethorn rockfish,K,0.11,m,GoA,,2015 Stock Assessment,,
Sebastes helvomaculatus,rosethorn rockfish,Linfinity,28.66,f,GoA,,2015 Stock Assessment,,
Sebastes helvomaculatus,rosethorn rockfish,Linfinity,27.93,m,GoA,,2015 Stock Assessment,,
Sebastes helvomaculatus,rosethorn rockfish,adultWaterColumnPosition,demersal,both,,,fishbase,,
Sebastes helvomaculatus,rosethorn rockfish,adultSlopeShelf,shelf nearshore,both,GoA,,2015 Stock Assessment,,
Sebastes helvomaculatus,rosethorn rockfish,adultSubstrate,rocky,both,GoA,,2015 Stock Assessment,,
Sebastes helvomaculatus,rosethorn rockfish,adultSubstrate,soft,both,,,fishbase,,
Sebastes helvomaculatus,rosethorn rockfish,depthRange,100-350,both,N Pacific,"Allen & Smith 1988, Orr et al. 1998",REEM,,
Sebastes helvomaculatus,rosethorn rockfish,depthMax,350,both,N Pacific,"Allen & Smith 1988, Orr et al. 1998",REEM,,
Sebastes polyspinis,northern rockfish,diet,"I, C",both,GoA,,REEM Groundfish Diet Database,,
Sebastes polyspinis,northern rockfish,guild,P,both,GoA,,REEM Groundfish Diet Database,,
Sebastes polyspinis,northern rockfish,trophicPosition,3.5,both,GoA,Aydin et al. 2007,,,
Sebastes polyspinis,northern rockfish,lengthConversionFLtoTL,1.021,both,,,"mean of other Sebastes species in this spreadsheet, from Fishbase",,
Sebastes polyspinis,northern rockfish,lengthMaximum,41,both,,,fishbase,TL,
Sebastes polyspinis,northern rockfish,lengthMaximum,52,m,GoA,AFSC fishery data,REEM,,
Sebastes polyspinis,northern rockfish,ageMaximum,57,both,,,fishbase,,
Sebastes polyspinis,northern rockfish,ageMaximum,80,f,GoA,AFSC fishery data,REEM,,
Sebastes polyspinis,northern rockfish,K,0.16,both,GoA,,2015 Stock Assessment,,
Sebastes polyspinis,northern rockfish,Linfinity,41.72,both,GoA,,2015 Stock Assessment,,
Sebastes polyspinis,northern rockfish,adultWaterColumnPosition,demersal,both,,,fishbase,,
Sebastes polyspinis,northern rockfish,adultSlopeShelf,outer shelf,both,GoA,Clausen & Heifetz 2002,2015 Stock Assessment,,
Sebastes polyspinis,northern rockfish,adultSubstrate,"rocky, rough, corals",both,GoA,"Clausen & Heifetz 2002, Heifetz 2002",2015 Stock Assessment,,
Sebastes polyspinis,northern rockfish,adultSubstrate,soft,both,,,fishbase,,
Sebastes polyspinis,northern rockfish,depthRange,75-150,both,GoA,Clausen & Heifetz 2002,2015 Stock Assessment,,
Sebastes polyspinis,northern rockfish,depthMax,150,both,GoA,Clausen & Heifetz 2002,2015 Stock Assessment,,
Sebastes polyspinis,northern rockfish,depthRange,50-350,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes polyspinis,northern rockfish,depthMax,350,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes polyspinis,northern rockfish,depthRange,50-300,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes polyspinis,northern rockfish,depthMax,300,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes polyspinis,northern rockfish,Linfinity,33.28,both,Aleutian Islands,Logerwell et al. 2005 (mgt area 543),REEM,,
Sebastes polyspinis,northern rockfish,Linfinity,35.48,both,Aleutian Islands,Logerwell et al. 2005 (mgt area 542),REEM,,
Sebastes polyspinis,northern rockfish,Linfinity,40.48,both,Aleutian Islands,Logerwell et al. 2005 (mgt area 541),REEM,,
Sebastes polyspinis,northern rockfish,K,0.18,both,Aleutian Islands,Logerwell et al. 2005 (mgt area 543),REEM,,
Sebastes polyspinis,northern rockfish,K,0.16,both,Aleutian Islands,Logerwell et al. 2005 (mgt area 542),REEM,,
Sebastes polyspinis,northern rockfish,K,0.18,both,Aleutian Islands,Logerwell et al. 2005 (mgt area 541),REEM,,
Sebastes polyspinis,northern rockfish,age50percentMaturity,5.0-6.0,f,GoA,Westrheim and Tsuyuki 1971 ,REEM,,
Sebastes polyspinis,northern rockfish,age50percentMaturity,13,f,GoA,Heifetz et al. 2002 ,REEM,,
Sebastes polyspinis,northern rockfish,length50percentMaturity,20-21,f,GoA,Westrheim and Tsuyuki 1971 ,REEM,,
Sebastes polyspinis,northern rockfish,length50percentMaturity,36.1,f,GoA,Heifetz et al. 2002 ,REEM,,
Sebastes proriger,redstripe rockfish,diet,"I, C",both,GoA,,REEM Groundfish Diet Database,,
Sebastes proriger,redstripe rockfish,guild,P,both,GoA,,REEM Groundfish Diet Database,,
Sebastes proriger,redstripe rockfish,trophicPosition,3.8,both,GoA,Aydin et al. 2007,,,
Sebastes proriger,redstripe rockfish,lengthConversionFLtoTL,1.025,both,,,fishbase,,
Sebastes proriger,redstripe rockfish,lengthMaximum,61,both,,,fishbase,TL,
Sebastes proriger,redstripe rockfish,lengthMaximum,48,f,GoA,AFSC trawl survey,REEM,,
Sebastes proriger,redstripe rockfish,ageMaximum,55,both,,,fishbase,,
Sebastes proriger,redstripe rockfish,ageMaximum,55,both,GoA,,2015 Stock Assessment,,
Sebastes proriger,redstripe rockfish,ageMaximum,36,m,GoA,AFSC trawl survey,REEM,,
Sebastes proriger,redstripe rockfish,length50percentMaturity,29,both,GoA,,2015 Stock Assessment,FL,
Sebastes proriger,redstripe rockfish,adultWaterColumnPosition,bathydemersal,both,,,fishbase,,
Sebastes proriger,redstripe rockfish,adultSubstrate,rocky,both,,,fishbase,,
Sebastes proriger,redstripe rockfish,depthRange,100-350,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes proriger,redstripe rockfish,depthMax,350,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes proriger,redstripe rockfish,depthRange,55-165,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes proriger,redstripe rockfish,depthMax,165,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes proriger,redstripe rockfish,Linfinity,34,m,British Columbia,,fishbase,FL,
Sebastes proriger,redstripe rockfish,Linfinity,41.3,f,British Columbia,,fishbase,FL,
Sebastes proriger,redstripe rockfish,K,0.18,m,British Columbia,,fishbase,,
Sebastes proriger,redstripe rockfish,K,0.15,f,British Columbia,,fishbase,,
Sebastes variegatus,harlequin rockfish,diet,"I, C",both,GoA,,REEM Groundfish Diet Database,,
Sebastes variegatus,harlequin rockfish,guild,P,both,GoA,,REEM Groundfish Diet Database,,
Sebastes variegatus,harlequin rockfish,trophicPosition,3.8,both,GoA,Aydin et al. 2007,,,
Sebastes variegatus,harlequin rockfish,firstMaturityLength,23,f,E North Pacific,,fishbase,TL,
Sebastes variegatus,harlequin rockfish,firstMaturityLength,24,m,E North Pacific,,fishbase,TL,
Sebastes variegatus,harlequin rockfish,lengthMaximum,38,both,,,fishbase,TL,
Sebastes variegatus,harlequin rockfish,lengthMaximum,42,u,Aleutian Islands,AFSC trawl survey,REEM,,
Sebastes variegatus,harlequin rockfish,ageMaximum,47,both,,,fishbase,,
Sebastes variegatus,harlequin rockfish,ageMaximum,47,both,GoA,,2015 Stock Assessment,,
Sebastes variegatus,harlequin rockfish,ageMaximum,47,m,GoA,AFSC trawl survey,REEM,,
Sebastes variegatus,harlequin rockfish,K,0.137,f,GoA,2015 Stock Assessment,2015 Stock Assessment,,
Sebastes variegatus,harlequin rockfish,K,0.164,m,GoA,2015 Stock Assessment,2015 Stock Assessment,,
Sebastes variegatus,harlequin rockfish,K,0.141,both,GoA,2015 Stock Assessment,2015 Stock Assessment,,
Sebastes variegatus,harlequin rockfish,K,0.091,m,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes variegatus,harlequin rockfish,K,0.11,f,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes variegatus,harlequin rockfish,Linfinity,31.53,f,GoA,2015 Stock Assessment,2015 Stock Assessment,,
Sebastes variegatus,harlequin rockfish,Linfinity,29.02,m,GoA,2015 Stock Assessment,2015 Stock Assessment,,
Sebastes variegatus,harlequin rockfish,Linfinity,30.66,both,GoA,2015 Stock Assessment,2015 Stock Assessment,,
Sebastes variegatus,harlequin rockfish,Linfinity,30.6,m,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes variegatus,harlequin rockfish,Linfinity,32.32,f,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes variegatus,harlequin rockfish,length50percentMaturity,23,both,GoA,,2015 Stock Assessment,FL,
Sebastes variegatus,harlequin rockfish,adultWaterColumnPosition,demersal,both,,,fishbase,,
Sebastes variegatus,harlequin rockfish,adultSubstrate,rocky?,both,,,fishbase,,
Sebastes variegatus,harlequin rockfish,depthRange,0-300,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes variegatus,harlequin rockfish,depthMax,300,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes variegatus,harlequin rockfish,depthRange,100-350,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes variegatus,harlequin rockfish,depthMax,350,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes zacentrus,sharpchin rockfish,diet,"I, C",both,GoA,,REEM Groundfish Diet Database,,
Sebastes zacentrus,sharpchin rockfish,guild,P,both,GoA,,REEM Groundfish Diet Database,,
Sebastes zacentrus,sharpchin rockfish,trophicPosition,3.5,both,GoA,Aydin et al. 2007,,,
Sebastes zacentrus,sharpchin rockfish,lengthConversionFLtoTL,1.015,both,,,fishbase,,
Sebastes zacentrus,sharpchin rockfish,firstMaturityLength,24,m,E North Pacific,,fishbase,TL,
Sebastes zacentrus,sharpchin rockfish,firstMaturityLength,25,f,E North Pacific,,fishbase,TL,
Sebastes zacentrus,sharpchin rockfish,firstMaturityLength,26.5,both,GoA,,2015 Stock Assessment,FL,
Sebastes zacentrus,sharpchin rockfish,lengthMaximum,39,both,,,fishbase,TL,
Sebastes zacentrus,sharpchin rockfish,lengthMaximum,51,u,GoA,AFSC trawl survey,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,ageMaximum,58,both,,,fishbase,,
Sebastes zacentrus,sharpchin rockfish,ageMaximum,58,u,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,ageMaximum,58,u,GoA,Heifetz et al. 2000,REEM,,
Sebastes zacentrus,sharpchin rockfish,K,0.122,f,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,K,0.167,m,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,K,0.131,both,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,K,0.167,m,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes zacentrus,sharpchin rockfish,K,0.122,f,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes zacentrus,sharpchin rockfish,Linfinity,35.02,f,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,Linfinity,28.44,m,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,Linfinity,32.64,both,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,Linfinity,28.44,m,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes zacentrus,sharpchin rockfish,Linfinity,35.02,f,GoA,Malecha and Heifetz 2000 ,REEM,,
Sebastes zacentrus,sharpchin rockfish,adultWaterColumnPosition,bathydemersal,both,,,fishbase,,
Sebastes zacentrus,sharpchin rockfish,adultSubstrate,rocky,both,GoA,,2015 Stock Assessment,,
Sebastes zacentrus,sharpchin rockfish,adultSubstrate,soft,both,,,fishbase,,
Sebastes zacentrus,sharpchin rockfish,depthRange,100-350,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes zacentrus,sharpchin rockfish,depthMax,350,both,N Pacific,Allen & Smith 1988,REEM,,
Sebastes zacentrus,sharpchin rockfish,depthRange,150-300,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes zacentrus,sharpchin rockfish,depthMax,300,both,N Pacific,Orr et al. 1998,REEM,,
Sebastes zacentrus,sharpchin rockfish,age50percentMaturity,10,u,GoA,DiCosmo and Kimball 2001 ,REEM,,
Sebastes zacentrus,sharpchin rockfish,age50percentMaturity,10,f,GoA,Heifetz et al. 2002,REEM,,
Sebastes zacentrus,sharpchin rockfish,length50percentMaturity,25.5,u,GoA,DiCosmo and Kimball 2001 ,REEM,,
Sebastes zacentrus,sharpchin rockfish,length50percentMaturity,26.5,f,GoA,Heifetz et al. 2002,REEM,,
Sebastolobus alascanus,shortspine thornyhead,diet,"I, B",both,GoA,,REEM Groundfish Diet Database,,
Sebastolobus alascanus,shortspine thornyhead,guild,B,both,GoA,,REEM Groundfish Diet Database,,
Sebastolobus alascanus,shortspine thornyhead,trophicPosition,3.9,both,GoA,Aydin et al. 2007,,,
Sebastolobus alascanus,shortspine thornyhead,lengthConversionSLtoTL,1.222,both,,,fishbase,,
Sebastolobus alascanus,shortspine thornyhead,firstMaturityLength,18.2,u,West Coast,,fishbase,,
Sebastolobus alascanus,shortspine thornyhead,firstMaturityLength,21.5,u,Alaska,Pearson & Gunderson 2003,fishbase,FL,
Sebastolobus alascanus,shortspine thornyhead,firstMaturityLength,22,f,Bering Sea & Aleutian Islands,Witherell 1996,fishbase,,
Sebastolobus alascanus,shortspine thornyhead,firstMaturityLength,41,both,"Kamchatka, Kuril Islands",,fishbase,FL,
Sebastolobus alascanus,shortspine thornyhead,lengthMaximum,80,both,,,fishbase,SL,
Sebastolobus alascanus,shortspine thornyhead,lengthMaximum,81,u,GoA,AFSC trawl survey,REEM,,
Sebastolobus alascanus,shortspine thornyhead,ageMaximum,100,both,,,fishbase,,
Sebastolobus alascanus,shortspine thornyhead,ageMaximum,108,u,West Coast,AFSC trawl survey,REEM,,
Sebastolobus alascanus,shortspine thornyhead,adultWaterColumnPosition,demersal,both,,,fishbase,,
Sebastolobus alascanus,shortspine thornyhead,adultSubstrate,soft,both,,,fishbase,,
